Date,open_btc,high_btc,low_btc,close_btc,volume_btc,block_reward,cpi,open_sp500,high_sp500,low_sp500,close_sp500,volume_sp500,SMA_20_btc,BB_std_btc,BB_upper_btc,BB_lower_btc,RSI_btc,EMA_12_btc,EMA_26_btc,MACD_btc,MACD_signal_btc,USDCHF,EURCHF
2010-09-08,0.062,0.062,0.062,0.062,0.0,50.0,100.36186,1092.36,1103.26,1092.36,1098.87,1.791466667E9,0.06352500000000001,0.0018668507114783925,0.0672587014229568,0.059791298577043225,42.473118279569896,0.06291307525952028,0.06539729047683711,-0.002484215217316829,-0.001874765055994842,1.0116,1.2867
2010-09-09,0.0611,0.0611,0.0611,0.0611,0.0,50.0,100.36186,1101.15,1110.27,1101.15,1104.18,1.882094444E9,0.063305,0.0018810621299792584,0.06706712425995852,0.05954287574004148,42.24598930481283,0.06261235512775336,0.06519528166749043,-0.0025829265397370738,-0.0021184552017733133,1.0151,1.2887
2010-09-10,0.0618,0.0618,0.0618,0.0618,0.0,50.0,100.36186,1104.57,1110.88,1103.92,1109.55,1.700644444E9,0.063075,0.001760046351064302,0.06659509270212861,0.059554907297871405,41.304347826086946,0.06229778459550705,0.06514312925746121,-0.0028453446619541647,-0.0023459968758449573,1.0198,1.2932
2010-09-11,0.0637,0.0637,0.0637,0.0637,0.0,50.0,100.36186,1104.57,1110.88,1103.92,1109.55,1.700644444E9,0.06296,0.001629142493202441,0.06621828498640489,0.05970171501359512,48.96907216494846,0.0617696759292653,0.0650920667700092,-0.0033223908407438996,-0.002521929073465907,,
2010-09-12,0.0615,0.0615,0.0615,0.0615,0.0,50.0,100.36186,1104.57,1110.88,1103.92,1109.55,1.700644444E9,0.06279000000000001,0.0015930440903139545,0.06597608818062792,0.0596039118193721,44.1860465116279,0.06213389300588067,0.06459312153471229,-0.002459228528831625,-0.002509544462711346,,
2010-09-13,0.0622,0.0622,0.0622,0.0622,0.0,50.0,100.36186,1113.38,1123.87,1113.38,1121.9,2.511694444E9,0.06265000000000001,0.0015094439547832148,0.06566888790956645,0.059631112090433584,43.39622641509433,0.06197478717731553,0.06424802992266498,-0.0022732427453494575,-0.002504354708027605,1.0074,1.2978
2010-09-14,0.062,0.062,0.062,0.062,0.0,50.0,100.36186,1121.16,1127.36,1115.58,1121.1,2.511694444E9,0.06251,0.0014271428947744782,0.06536428578954895,0.05965571421045104,56.09756097560975,0.06167603027755873,0.06399308882101713,-0.0023170585434584,-0.002517922123995974,0.9962,1.295
2010-09-15,0.0604,0.0604,0.0604,0.0604,0.0,50.0,100.36186,1119.43,1126.46,1114.63,1125.07,1.872133333E9,0.06233000000000002,0.0014560581249242394,0.06524211624984849,0.059417883750151536,41.72185430463578,0.061802974086077336,0.06380874958055992,-0.002005775494482581,-0.0024826629417259247,1.0032,1.3054
2010-09-16,0.0619,0.0619,0.0619,0.0619,0.0,50.0,100.36186,1123.89,1125.44,1118.88,1124.66,1.868933333E9,0.062175000000000015,0.0013150445259622013,0.06480508905192442,0.05954491094807561,45.34161490683229,0.0616802713143266,0.06354516747688242,-0.0018648961625558208,-0.00246167541493665,1.0159,1.3287
2010-09-17,0.059,0.059,0.059,0.059,0.0,50.0,100.36186,1126.39,1131.47,1122.43,1125.59,2.270077778E9,0.06192000000000001,0.0014129476468120042,0.06474589529362401,0.059094104706376,44.24242424242422,0.06162127254971812,0.06326123098817614,-0.0016399584384580168,-0.00236786910617456,1.0098,1.3177
2010-09-18,0.061,0.061,0.061,0.061,0.0,50.0,100.36186,1126.39,1131.47,1122.43,1125.59,2.270077778E9,0.061770000000000005,0.0013377514520150672,0.06444550290403014,0.059094497095969874,45.88235294117648,0.061608157159330934,0.06308135167312427,-0.0014731945137933383,-0.002244565547736367,,
2010-09-19,0.0627,0.0627,0.0627,0.0627,0.0,50.0,100.36186,1126.39,1131.47,1122.43,1125.59,2.270077778E9,0.061654999999999995,0.0011278647735293548,0.0639107295470587,0.059399270452941286,53.07262569832403,0.061766850047282315,0.06289909341557837,-0.0011322433682960514,-0.0020542209595521325,,
2010-09-20,0.0621,0.0621,0.0621,0.0621,0.0,50.0,100.36186,1126.57,1144.86,1126.57,1142.71,1.868933333E9,0.061759999999999995,0.0010614786112330599,0.06388295722246612,0.05963704277753388,51.35135135135135,0.061727289667904785,0.06271325164675125,-9.859619788464627E-4,-0.0017946177526746393,1.0049,1.3126
2010-09-21,0.0627,0.0627,0.0627,0.0627,0.0,50.0,100.36186,1142.82,1148.59,1136.22,1139.78,2.319811111E9,0.06174999999999999,0.0010510646231822601,0.06385212924636452,0.05964787075363547,54.59459459459461,0.06188663067266211,0.06259405251378937,-7.074218411272579E-4,-0.0015999725651519318,0.9964,1.3216
2010-09-22,0.0622,0.0622,0.0622,0.0622,0.0,50.0,100.36186,1139.49,1144.38,1131.58,1134.28,2.172816667E9,0.06169,9.840303803611379E-4,0.06365806076072228,0.059721939239277724,50.55555555555554,0.06191370378852161,0.06236655676014975,-4.5285297162814264E-4,-0.0013977070347384523,0.9863,1.3222
2010-09-23,0.0623,0.0623,0.0623,0.0623,0.0,50.0,100.36186,1131.1,1136.77,1122.79,1124.83,2.137694444E9,0.06176,9.746254341243653E-4,0.06370925086824873,0.05981074913175127,53.488372093023244,0.06154929536352955,0.06220536847291283,-6.560731093832803E-4,-0.0012131530976189947,0.9856,1.312
2010-09-24,0.0622,0.0622,0.0622,0.0622,0.0,50.0,100.36186,1131.69,1148.9,1131.69,1148.67,2.291083333E9,0.061750000000000006,9.687213493216618E-4,0.06368744269864333,0.059812557301356685,51.20481927710842,0.06157807180471474,0.062039285122696936,-4.612133179821981E-4,-0.001041535078007841,0.9834,1.3263
2010-09-25,0.062,0.062,0.062,0.062,0.0,50.0,100.36186,1131.69,1148.9,1131.69,1148.67,2.291083333E9,0.061770000000000005,9.695902552923569E-4,0.06370918051058472,0.05983081948941529,44.2953020134228,0.06145933290879331,0.06176490655243116,-3.0557364363784784E-4,-8.682770203502885E-4,,
2010-09-26,0.062,0.062,0.062,0.062,0.0,50.0,100.36186,1131.69,1148.9,1131.69,1148.67,2.291083333E9,0.06179,9.700244164045844E-4,0.06373004883280917,0.05984995116719083,51.968503937007874,0.06136102980130118,0.061931113330013346,-5.700835287121633E-4,-7.49402030378527E-4,,
2010-09-27,0.0622,0.0622,0.0622,0.0622,0.0,50.0,100.36186,1148.64,1149.92,1142.0,1142.16,1.993255556E9,0.06185,9.555929545244902E-4,0.06376118590904899,0.059938814090951024,50.0,0.06158671187254559,0.06184484740772872,-2.5813553518313354E-4,-6.143954771996153E-4,0.9854,1.3257
2010-09-28,0.0619,0.0619,0.0619,0.0619,0.0,50.0,100.36186,1142.31,1150.0,1132.09,1147.7,2.236577778E9,0.06184500000000002,9.550282442778459E-4,0.06375505648855571,0.05993494351144433,49.593495934959336,0.061529750394826596,0.061701674510306254,-1.7192411547965747E-4,-5.076933379977937E-4,0.9759,1.3257
2010-09-29,0.0619,0.0619,0.0619,0.0619,0.0,50.0,100.36186,1146.75,1148.63,1140.26,1144.73,2.216822222E9,0.06188500000000002,9.387982239348137E-4,0.06376259644786965,0.0600074035521304,57.00934579439249,0.06207179012444908,0.0617783155978246,2.934745266244751E-4,-3.655337262788007E-4,0.977,1.3316
2010-09-30,0.0619,0.0619,0.0619,0.0619,0.0,50.0,100.36186,1145.97,1157.16,1136.08,1141.2,2.380088889E9,0.06189000000000002,9.385879652014813E-4,0.06376717593040299,0.06001282406959706,50.0,0.06229213574621646,0.061722327282303646,5.698084639128159E-4,-2.2361924794101469E-4,0.9825,1.3397
2010-10-01,0.062,0.062,0.062,0.062,0.0,50.0,100.7113,1143.49,1150.3,1139.42,1146.24,2.388283333E9,0.06180500000000002,8.375873874282897E-4,0.0634801747748566,0.06012982522514344,73.43749999999991,0.06219816496134874,0.06173711631556547,4.6104864578326576E-4,-1.2207462378419152E-4,0.9736,1.3432
2010-10-02,0.0614,0.0614,0.0614,0.0614,0.0,50.0,100.7113,1143.49,1150.3,1139.42,1146.24,2.388283333E9,0.06180000000000001,8.397994748121345E-4,0.06347959894962428,0.060120401050375735,54.000000000000014,0.06219619948832324,0.06174558419547194,4.5061529285129326E-4,8.907542418721948E-7,,
2010-10-03,0.0611,0.0611,0.0611,0.0611,0.0,50.0,100.7113,1143.49,1150.3,1139.42,1146.24,2.388283333E9,0.06174500000000001,8.482024336330642E-4,0.06344140486726614,0.06004859513273388,27.777777777777843,0.062059311057425556,0.06180648164377908,2.5282941364647427E-4,8.02288355339469E-5,,
2010-10-04,0.0613,0.0613,0.0613,0.0613,0.0,50.0,100.7113,1144.96,1148.16,1131.87,1137.03,2.002283333E9,0.06170999999999997,8.51562032230679E-4,0.06341312406446133,0.06000687593553861,37.50000000000002,0.06200825655963539,0.061782245186595725,2.2601137303966679E-4,1.3929383738700408E-4,0.9716,1.3296
2010-10-05,0.0614,0.0614,0.0614,0.0614,0.0,50.0,100.7113,1140.68,1162.76,1140.68,1160.75,2.260466667E9,0.06175999999999998,7.982876410760338E-4,0.06335657528215205,0.06016342471784791,25.92592592592601,0.061929737607701554,0.061840576939531544,8.916066817001023E-5,2.1254319259613448E-4,0.9663,1.3374
2010-10-06,0.0628,0.0628,0.0628,0.0628,0.0,50.0,100.7113,1159.81,1162.33,1154.85,1159.97,2.262866667E9,0.061804999999999985,8.312799262519651E-4,0.06346755985250392,0.060142440147496055,58.333333333333286,0.06189758211761959,0.06185633022138791,4.125189623167824E-5,2.458084627533358E-4,0.9617,1.3394
2010-10-07,0.067,0.067,0.067,0.067,0.0,50.0,100.7113,1161.57,1163.87,1151.41,1158.06,2.172527778E9,0.06220499999999999,0.001236495472143583,0.06467799094428715,0.059732009055712826,80.51948051948051,0.062020486740289316,0.06175011015718861,2.703765831007024E-4,2.949529848178202E-4,0.9661,1.3456
2010-10-08,0.0869,0.0869,0.0869,0.0869,0.0,50.0,100.7113,1158.36,1167.73,1155.58,1165.15,2.150788889E9,0.06349999999999999,0.005637748710816736,0.07477549742163346,0.05222450257836651,94.90909090909092,0.0627290113601925,0.062087799987787254,6.412113724052482E-4,3.33590412126795E-4,0.9627,1.3424
2010-10-09,0.0938,0.0938,0.0938,0.0938,0.0,50.0,100.7113,1158.36,1167.73,1155.58,1165.15,2.150788889E9,0.065055,0.008804871558284919,0.08266474311656984,0.04744525688343017,96.49122807017544,0.06371963991670819,0.062474049190335605,0.0012455907263725849,4.0867733017788046E-4,,
2010-10-10,0.0965,0.0965,0.0965,0.0965,0.0,50.0,100.7113,1158.36,1167.73,1155.58,1165.15,2.150788889E9,0.066775,0.011224684968032684,0.08922436993606536,0.04432563006393463,96.7479674796748,0.06502984384427007,0.06294346899649997,0.002086374847770106,5.892691303986405E-4,,
2010-10-11,0.095,0.095,0.095,0.095,0.0,50.0,100.7113,1165.32,1168.68,1162.02,1165.32,1.392166667E9,0.06838999999999999,0.012818075231156158,0.0940261504623123,0.042753849537687676,92.93193717277487,0.06653580885100334,0.06357969309982685,0.0029561157511764913,8.676580702125514E-4,0.9648,1.3389
2010-10-12,0.0949,0.0949,0.0949,0.0949,0.0,50.0,100.7113,1164.28,1172.58,1155.71,1169.77,2.264538889E9,0.070025,0.014016451799675679,0.09805790359935136,0.041992096400648646,93.42105263157895,0.06831275515602607,0.06412680372870974,0.004185951427316328,0.0013046716272869796,0.9569,1.3329
2010-10-13,0.105,0.105,0.105,0.105,0.0,50.0,100.7113,1171.32,1184.38,1171.32,1178.1,2.760783333E9,0.07216,0.01590294246192724,0.10396588492385447,0.04035411507614552,94.80249480249479,0.07067765290089435,0.06511227585492319,0.005565377045971168,0.0018979344798349242,0.9583,1.3378
2010-10-14,0.102,0.102,0.102,0.102,0.0,50.0,100.7113,1177.82,1178.89,1166.71,1173.81,2.760783333E9,0.07415,0.017040493568339848,0.1082309871366797,0.0400690128633203,89.23679060665361,0.07351369045621312,0.06595405011776453,0.007559640338448581,0.002727987776532543,0.9531,1.3422
2010-10-15,0.105,0.105,0.105,0.105,0.0,50.0,100.7113,1177.47,1181.2,1167.12,1176.19,3.180505556E9,0.07629999999999999,0.018106178067458806,0.11251235613491761,0.04008764386508238,89.81481481481481,0.07701332385480111,0.06674342558633517,0.010269898268465943,0.003864504040114128,0.9589,1.3402
2010-10-16,0.101,0.101,0.101,0.101,0.0,50.0,100.7113,1177.47,1181.2,1167.12,1176.19,3.180505556E9,0.07825000000000001,0.01857897793347717,0.11540795586695435,0.04109204413304567,84.49477351916377,0.08099400871168991,0.06760142686163237,0.013392581850057539,0.0053225268475537765,,
2010-10-17,0.102,0.102,0.102,0.102,0.0,50.0,100.7113,1177.47,1181.2,1167.12,1176.19,3.180505556E9,0.08024,0.018898131347333067,0.11803626269466613,0.04244373730533387,85.19793459552496,0.08570574732351696,0.06848507108963091,0.017220676233886054,0.007164689609940532,,
2010-10-18,0.1024,0.1024,0.1024,0.1024,0.0,50.0,100.7113,1176.83,1185.53,1174.55,1184.71,2.47225E9,0.082265,0.018999093468678414,0.12026318693735683,0.04426681306264318,85.24871355060034,0.0909913150172375,0.0694906632698938,0.02150065174734371,0.00941525194560399,0.9596,1.3372
